State,County,TotalVotes,Men,TotalPop,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingPop,total_votes_by_state,non_voters
Delaware,Kent County,87025,83544,173145,89601,6.8,62.7,24.1,0.6,2,0,128114,504010,41089
Delaware,New Castle County,287633,268818,555036,286218,9.6,58.5,24.1,0.2,5.4,0,403642,504010,116009
Delaware,Sussex County,129352,104514,215551,111037,9.2,74.9,12.1,0.4,1.2,0,165573,504010,36221
District of Columbia,District of Columbia,41681,319046,672391,353345,10.7,36,46.9,0.2,3.7,0,503112,344356,461431
District of Columbia,Ward 2,32881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
District of Columbia,Ward 3,44231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
District of Columbia,Ward 4,45296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
District of Columbia,Ward 5,46107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
District of Columbia,Ward 6,62918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
District of Columbia,Ward 7,38384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
District of Columbia,Ward 8,32858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344356,NA
Florida,Alachua County,142604,125712,259865,134153,9.3,62,19.8,0.3,5.9,0.1,200490,11067456,57886
Florida,Baker County,14059,14422,27537,13115,2.4,81.9,13.8,0.4,0.7,0,20673,11067456,6614
Florida,Bay County,93024,89542,180117,90575,6,77.3,10.7,0.7,2.3,0,137132,11067456,44108
Florida,Bradford County,13632,14754,26775,12021,3.8,74.5,19.1,0.3,0.6,0,21017,11067456,7385
Florida,Brevard County,360764,277666,568183,290517,9.7,75.3,9.8,0.3,2.4,0.1,445123,11067456,84359
Florida,Broward County,957672,920265,1890416,970151,28.4,38.2,27.4,0.2,3.5,0,1247710,11067456,290038
Florida,Calhoun County,6526,7872,14458,6586,5.8,76.9,12.8,0.9,0.8,0,11034,11067456,4508
Florida,Charlotte County,116340,84432,173236,88804,6.9,84.4,5.5,0.3,1.2,0,144514,11067456,28174
Florida,Citrus County,93208,68487,141373,72886,5.3,88.6,2.8,0.3,1.6,0,117655,11067456,24447
Florida,Clay County,124405,100119,203291,103172,9.3,74.2,9.6,0.1,3,0.1,149644,11067456,25239
Florida,Collier County,207818,175608,356774,181166,27.2,63.6,6.8,0.2,1.3,0,247583,11067456,39765
Florida,Columbia County,33042,35425,68484,33059,5.8,73.1,17.6,0.2,0.9,0.1,52547,11067456,19505
Florida,DeSoto County,12659,20184,35675,15491,30.5,55.5,12.8,0.2,0.2,0.1,24109,11067456,11450
Florida,Dixie County,8167,9048,16323,7275,3.9,84.8,7.1,0.4,0.5,0,13063,11067456,4896
Florida,Duval County,492820,442115,912043,469928,9,54.1,29.3,0.2,4.6,0.1,666437,11067456,173617
Florida,Escambia County,170372,153834,309924,156090,5.5,64.8,21.6,0.4,2.8,0.1,238553,11067456,68181
Florida,Flagler County,71716,50436,105015,54579,10,74.7,10,0.3,2.5,0,83353,11067456,11637
Florida,Franklin County,6849,6727,11675,4948,5.2,78.2,13.6,0.1,0.4,0.7,9559,11067456,2710
Florida,Gadsden County,23762,21869,46113,24244,10,32.6,55.3,0.1,0.5,0.1,34299,11067456,10537
Florida,Gilchrist County,9685,8983,17191,8208,5.5,87.2,5.8,0.1,0.1,0,13366,11067456,3681
Florida,Glades County,5193,7479,13197,5718,20.8,60.7,12.9,3.8,0.4,0,10002,11067456,4809
Florida,Gulf County,8163,9595,16018,6423,4.8,74.5,16.8,0.5,0.6,0.2,13312,11067456,5149
Florida,Hamilton County,5830,8228,14238,6010,9.2,54.9,34.1,0.6,0,0,11116,11067456,5286
Florida,Hardee County,8485,14716,27326,12610,43.2,47.4,7.9,0.2,0.6,0,18145,11067456,9660
Florida,Hendry County,12940,20716,39064,18348,51.9,33.5,10.9,1.5,0.9,0.1,21740,11067456,8800
Florida,Hernando County,108922,85782,179144,93362,12.2,79.3,4.9,0.3,1.2,0,142148,11067456,33226
Florida,Highlands County,52170,48518,100177,51659,18.9,68.4,9.3,0.3,1.5,0,76304,11067456,24134
Florida,Hillsborough County,712063,658639,1351087,692448,27.4,50.3,15.5,0.2,3.9,0.1,937597,11067456,225534
Florida,Holmes County,9068,10449,19483,9034,2.7,87.1,7.3,1.1,0.2,0.2,15419,11067456,6351
Florida,Indian River County,97484,71064,147981,76917,12.1,75.9,8.9,0.2,1.2,0,115848,11067456,18364
Florida,Jackson County,22419,26887,48571,21684,4.6,65.5,26.8,0.7,0.6,0.1,38345,11067456,15926
Florida,Jefferson County,8451,7554,14085,6531,4,58.2,35.1,0.4,0.1,0,11470,11067456,3019
Florida,Lafayette County,3658,5104,8684,3580,14.3,68.3,15.1,0.1,0,1,6541,11067456,2883
Florida,Lake County,211314,157897,326215,168318,14.4,71.1,9.9,0.3,1.9,0,252229,11067456,40915
Florida,Lee County,393899,342731,700165,357434,20.2,68.4,8.2,0.2,1.5,0,515732,11067456,121833
Florida,Leon County,162929,135980,285890,149910,6.1,57.2,30.7,0.2,3.3,0,223032,11067456,60103
Florida,Levy County,23145,19415,39713,20298,8,80.3,8.7,0.2,0.6,0,30999,11067456,7854
Florida,Liberty County,3561,5216,8347,3131,4.9,74.9,18.2,0.4,0.4,0,6673,11067456,3112
Florida,Madison County,9380,9804,18518,8714,5.1,54.4,38.8,0.2,1,0,14568,11067456,5188
Florida,Manatee County,216958,175761,363542,187781,15.9,71.9,8.6,0.2,1.9,0.1,269879,11067456,52921
Florida,Marion County,204376,164984,343778,178794,12.4,71.3,12.3,0.3,1.5,0,270592,11067456,66216
Florida,Martin County,98726,77098,155719,78621,13.2,79,5.4,0.2,1.3,0.1,121551,11067456,22825
Florida,Miami-Dade County,1156816,1311997,2702602,1390605,67.5,13.7,16.3,0.1,1.5,0,1578079,11067456,421263
Florida,Monroe County,48029,40218,76745,36527,23.5,67.3,6.7,0.1,1.2,0,58492,11067456,10463
Florida,Nassau County,58811,38706,78435,39729,3.8,87.5,6.1,0.4,0.9,0,61430,11067456,2619
Florida,Okaloosa County,116373,100239,197591,97352,8.7,74.5,9.5,0.6,2.8,0.1,148106,11067456,31733
Florida,Okeechobee County,15954,21767,40228,18461,25,64,8,0.6,0.9,0.2,28113,11067456,12159
Florida,Orange County,647403,633835,1290216,656381,30.2,41.6,19.9,0.1,5.1,0,878929,11067456,231526
Florida,Osceola County,172436,160216,325168,164952,51.6,34.2,9.2,0.2,2.4,0.1,215543,11067456,43107
Florida,Palm Beach County,773158,691154,1426772,735618,21.3,56,18.1,0.1,2.6,0,994387,11067456,221229
Florida,Pasco County,301970,242448,498136,255688,14,76.4,5,0.3,2.4,0.1,378439,11067456,76469
Florida,Pinellas County,559715,456017,949842,493825,9.2,74.7,10,0.2,3.3,0.1,746969,11067456,187254
Florida,Polk County,343256,319775,652256,332481,20.6,61,14.7,0.2,1.7,0,470595,11067456,127339
Florida,Putnam County,36373,35683,72435,36752,9.8,71.7,16.2,0.3,0.6,0,55014,11067456,18641
Florida,St. Johns County,176622,110112,226578,116466,6.4,83.6,5,0.2,2.6,0.1,171715,11067456,-4907
Florida,St. Lucie County,172169,146025,298763,152738,18.1,58.6,19.2,0.2,1.9,0.1,217389,11067456,45220
Florida,Santa Rosa County,106928,85374,166778,81404,5.2,82.9,5.8,0.5,1.9,0.1,126537,11067456,19609
Florida,Sarasota County,270575,193328,404839,211511,8.8,83.5,4.5,0.2,1.6,0,324231,11067456,53656
Florida,Seminole County,260815,217099,449260,232161,20.1,62.3,10.6,0.1,4.2,0.1,334104,11067456,73289
Florida,Sumter County,92485,58883,116754,57871,5.7,84.7,7.3,0.3,0.7,0,105889,11067456,13404
Florida,Suwannee County,21057,22204,43814,21610,8.8,75.7,13.3,0.1,0.1,0,32803,11067456,11746
Florida,Taylor County,10127,12547,22350,9803,4.1,71.8,21.4,0.5,0.4,0.2,17778,11067456,7651
Florida,Union County,6245,9922,15300,5378,5.4,69.9,21.9,0.7,0.5,0,12093,11067456,5848
Florida,Volusia County,307439,252651,518660,266009,12.9,72.9,10.2,0.3,1.8,0,410687,11067456,103248
Florida,Wakulla County,18404,17528,31586,14058,3.6,79.3,14.9,0.4,0.4,0,24756,11067456,6352
Florida,Walton County,43711,32216,63457,31241,6,84.3,4.9,0.5,1.2,0.2,48942,11067456,5231
Florida,Washington County,12327,13300,24472,11172,3.5,77.6,15.3,1.2,0.3,0.3,19272,11067456,6945
Georgia,Appling County,8341,9090,18471,9381,9.7,69.6,17.9,0.6,0.8,0,13387,4995492,5046
Georgia,Atkinson County,3155,4112,8313,4201,24.6,56.6,17.8,0.7,0,0,5245,4995492,2090
Georgia,Bacon County,4668,5599,11279,5680,8.5,73.6,14.6,0,0.9,0.2,7903,4995492,3235
Georgia,Baker County,1555,1547,3251,1704,5.4,52.1,41.3,0.2,0.6,0.5,2512,4995492,957
Georgia,Baldwin County,18251,22893,45527,22634,2.2,52.9,41.4,0.3,1.5,0.2,36104,4995492,17853
Georgia,Banks County,8801,9245,18363,9118,6.4,88.4,2.5,0.2,1.2,0,13533,4995492,4732
Georgia,Barrow County,38017,37033,75099,38066,10,73,11.1,0.1,3.6,0,51848,4995492,13831
Georgia,Bartow County,50467,50888,102623,51735,8.2,78.2,10.5,0.2,0.9,0,73506,4995492,23039
Georgia,Ben Hill County,6560,8259,17272,9013,6,56.5,36.2,0,0.2,0,12517,4995492,5957
Georgia,Berrien County,7743,9297,19014,9717,4.9,82.3,10.8,0.2,1,0,14081,4995492,6338
Georgia,Bibb County,70802,72312,153923,81611,3.2,39.3,54,0.2,1.9,0,113107,4995492,42305
Georgia,Bleckley County,5706,5909,12779,6870,2.7,68.8,27.7,0.1,0.2,0,9903,4995492,4197
Georgia,Brantley County,7746,9070,18411,9341,2.1,92.6,3.1,0.1,0.7,0.1,13772,4995492,6026
Georgia,Brooks County,7100,7531,15629,8098,5.6,56.8,33.6,0,0.8,0,11757,4995492,4657
Georgia,Bryan County,21340,17313,34883,17570,6.6,74.3,14.6,0.5,1.5,0,24041,4995492,2701
Georgia,Bulloch County,30084,36288,73742,37454,3.7,64,28.5,0.2,1.5,0,57432,4995492,27348
Georgia,Burke County,10684,10752,22645,11893,3.1,47,49.1,0,0.3,0,16455,4995492,5771
Georgia,Butts County,11789,12464,23556,11092,3.1,66.6,28.2,0.1,0.6,0,18209,4995492,6420
Georgia,Calhoun County,2194,3915,6503,2588,4.8,32.5,60.5,0,0.5,0,5141,4995492,2947
Georgia,Camden County,23688,26821,52252,25431,6.4,70.1,18.5,0.6,1.4,0.1,38225,4995492,14537
Georgia,Candler County,4432,5353,10894,5541,11.5,61.2,23.5,0.7,0.8,0,7742,4995492,3310
Georgia,Carroll County,54474,56032,114898,58866,6.7,71.1,18.7,0.3,0.8,0.1,84217,4995492,29743
Georgia,Catoosa County,32692,31953,65870,33917,2.9,91.4,2.3,0.2,1.3,0,49624,4995492,16932
Georgia,Charlton County,4566,7393,12963,5570,8.4,62,25.3,1.5,0.8,0,9378,4995492,4812
Georgia,Chatham County,133420,137781,285506,147725,6.3,49.1,39.4,0.2,2.5,0.1,212500,4995492,79080
Georgia,Chattahoochee County,1590,7455,11096,3641,15.3,59.1,17.9,0.8,2.5,0.2,8372,4995492,6782
Georgia,Chattooga County,10050,12730,24880,12150,4.7,83.1,10.2,0.1,0.4,0,18729,4995492,8679
Georgia,Cherokee County,144830,116132,235896,119764,10,79.9,6.2,0.1,1.9,0,164025,4995492,19195
Georgia,Clarke County,51218,58788,123554,64766,10.6,55.6,27.3,0.1,4.2,0,93727,4995492,42509
Georgia,Clay County,1434,1495,3024,1529,4.7,30.3,64.3,0,0,0,2312,4995492,878
Georgia,Clayton County,112344,129364,274150,144786,13.2,11.2,67.7,0.2,5.3,0,176914,4995492,64570
Georgia,Clinch County,2864,3411,6788,3377,4.9,65.7,27.4,0.3,0.6,0,4848,4995492,1984
Georgia,Cobb County,393744,357252,739072,381820,12.8,53.1,26.3,0.1,5.1,0,497695,4995492,103951
Georgia,Coffee County,15214,22105,43048,20943,11.3,58.6,27.9,0.1,0.7,0,30674,4995492,15460
Georgia,Colquitt County,16083,22806,45890,23084,18.9,56.5,22.5,0.3,0.8,0,29824,4995492,13741
Georgia,Columbia County,80579,70172,143723,73551,6.2,70.1,16.3,0.2,4,0,102391,4995492,21812
Georgia,Cook County,7035,8275,17190,8915,5.8,64.9,27.2,0.3,0.6,0,12384,4995492,5349
Georgia,Coweta County,76799,67326,138015,70689,6.8,71.5,17.4,0.1,1.8,0,98257,4995492,21458
Georgia,Crawford County,6102,6303,12385,6082,0.7,73.5,23.3,0.1,1.1,0,9611,4995492,3509
Georgia,Crisp County,8052,10813,23005,12192,3.2,50.6,43.2,0,1.2,0.2,16976,4995492,8924
Georgia,Dade County,7434,7956,16282,8326,2.2,93.8,0.5,0.7,1.1,0.7,13024,4995492,5590
Georgia,Dawson County,16081,11529,23397,11868,4.2,92.8,1.2,0.1,0.3,0,18150,4995492,2069
Georgia,Decatur County,11627,13037,27023,13986,5.8,50.9,42.1,0.1,0.4,0,19762,4995492,8135
Georgia,DeKalb County,370675,348949,736066,387117,8.7,29.1,53.3,0.2,6,0,500428,4995492,129753
Georgia,Dodge County,8070,11024,21063,10039,3.4,65.3,27.8,0,0.6,0,16512,4995492,8442
Georgia,Dooly County,4105,7631,14053,6422,6.9,42.6,49.5,0,0.1,0,11050,4995492,6945
Georgia,Dougherty County,35311,42377,91522,49145,2.6,26.2,68.4,0.1,0.8,0,67545,4995492,32234
Georgia,Douglas County,69097,66926,140152,73226,9.2,43.4,44,0.1,1.6,0,97768,4995492,28671
Georgia,Early County,5187,4817,10405,5588,2.2,46.1,50.5,0.1,0.8,0,7694,4995492,2507
Georgia,Echols County,1441,2012,4011,1999,26.7,65,2.7,1.9,0,0,2598,4995492,1157
Georgia,Effingham County,31624,28260,57087,28827,3.9,79.3,13.2,0.1,1,0.1,40780,4995492,9156
Georgia,Elbert County,9171,9218,19288,10070,5.5,63.5,30.5,0,0.1,0,14697,4995492,5526
Georgia,Emanuel County,9501,11183,22502,11319,4.5,59.4,34,0,0,0,16600,4995492,7099
Georgia,Evans County,4247,5093,10757,5664,11.8,56.5,30.2,0,0.8,0,7603,4995492,3356
Georgia,Fannin County,14850,11852,24480,12628,2.2,95.3,0.2,0.1,0.6,0.1,20090,4995492,5240
Georgia,Fayette County,71993,53551,110306,56755,7.1,64.1,21.1,0.3,4.4,0.1,79748,4995492,7755
Georgia,Floyd County,38588,46770,96471,49701,10.6,71.4,14.4,0.1,1.5,0,69367,4995492,30779
Georgia,Forsyth County,129305,104886,211300,106414,9.5,74.9,2.9,0.2,10.5,0,133643,4995492,4338
Georgia,Franklin County,10786,10852,22328,11476,4.4,83.9,9.8,0.1,0.7,0,16865,4995492,6079
Georgia,Fulton County,524659,489797,1010420,520623,7.4,39.9,43.6,0.2,6.7,0,710189,4995492,185530
Georgia,Gilmer County,16525,14950,29614,14664,11.5,85.5,0.6,0.1,0.5,0,22105,4995492,5580
Georgia,Glascock County,1566,1464,3027,1563,1.6,87.4,8.8,0.8,0,0,2321,4995492,755
Georgia,Glynn County,41984,39362,83467,44105,6.7,63.8,25.7,0.4,1.3,0,62005,4995492,20021
Georgia,Gordon County,24033,27913,56424,28511,15.4,78,3.9,0,1.1,0,38832,4995492,14799
Georgia,Grady County,10707,12247,25048,12801,11.1,58.3,28.2,0.5,0.5,0.3,17537,4995492,6830
Georgia,Greene County,11247,8142,16732,8590,6.1,56.4,35.8,0.1,1,0,12969,4995492,1722
Georgia,Gwinnett County,413865,435401,889954,454553,20.7,39.3,25.9,0.2,11.2,0,530671,4995492,116806
Georgia,Habersham County,20432,20824,43878,23054,14.2,77.3,3.1,0.1,2.3,0.2,31448,4995492,11016
Georgia,Hall County,90523,96103,192865,96762,27.8,61.6,7.3,0.2,1.7,0,119990,4995492,29467
Georgia,Hancock County,4165,5258,8667,3409,1.8,24.1,72.9,0,0.5,0.1,7276,4995492,3111
Georgia,Haralson County,14272,13965,28722,14757,1.5,91.2,4.3,0.2,0.8,0,21640,4995492,7368
Georgia,Harris County,19991,16686,33198,16512,3.3,77.1,15.9,0.1,0.9,0,25597,4995492,5606
Georgia,Hart County,12727,12502,25535,13033,3.7,75.1,19,0,0.9,0,19724,4995492,6997
Georgia,Heard County,5397,5762,11607,5845,0.7,85,10,0,0.5,0.1,8875,4995492,3478
Georgia,Henry County,122742,104175,217506,113331,6.5,46.7,40.7,0.1,3.3,0,153050,4995492,30308
Georgia,Houston County,74823,73081,150341,77260,6.6,57.5,29.7,0.3,3,0,107551,4995492,32728
Georgia,Irwin County,4168,4767,9278,4511,1.3,67.6,28,0,0.5,0,7227,4995492,3059
Georgia,Jackson County,37670,31539,63851,32312,7.1,82.4,6.7,0.1,1.7,0,45830,4995492,8160
Georgia,Jasper County,7644,6688,13732,7044,3.9,73.6,20.8,0.2,0.3,0,10198,4995492,2554
Georgia,Jeff Davis County,5771,7403,14999,7596,11.4,71.6,16.6,0,0,0,10510,4995492,4739
Georgia,Jefferson County,7642,7691,15954,8263,3.7,41.7,54,0.1,0.1,0,11916,4995492,4274
Georgia,Jenkins County,3455,4273,8929,4656,6.4,56.2,35.5,0.2,0.9,0,6546,4995492,3091
Georgia,Johnson County,4100,5476,9800,4324,2.3,62.6,33.8,0,0.2,0,7799,4995492,3699
Georgia,Jones County,14966,13864,28540,14676,1.5,71.9,24.7,0.2,0.7,0,21631,4995492,6665
Georgia,Lamar County,9039,8800,18282,9482,2.3,65,29,0.1,0.8,0,14220,4995492,5181
Georgia,Lanier County,3576,5208,10388,5180,5.5,68.7,24.1,0,0.3,0,7647,4995492,4071
Georgia,Laurens County,22729,22542,47451,24909,2.6,58.2,36.7,0.1,1.1,0,35178,4995492,12449
Georgia,Lee County,16714,14524,29216,14692,2.7,72.8,19.5,0,2.5,0.1,21090,4995492,4376
Georgia,Liberty County,21389,31466,62120,30654,12.5,40.3,40,0.4,2.1,0.5,43087,4995492,21698
Georgia,Lincoln County,4650,3651,7768,4117,1.5,65.4,32.2,0.1,0.2,0,6225,4995492,1575
Georgia,Long County,5656,8746,17857,9111,11.4,58.5,23.9,0.2,0.9,0.2,11891,4995492,6235
Georgia,Lowndes County,46355,55796,113941,58145,5.4,54.5,36.1,0.2,1.9,0,83763,4995492,37408
Georgia,Lumpkin County,15531,15502,31567,16065,4.7,90.8,2.1,0.7,0.4,0,25045,4995492,9514
Georgia,McDuffie County,10455,10028,21488,11460,2.9,54.2,40.3,0,0.5,0.8,15663,4995492,5208
Georgia,McIntosh County,6696,6896,14061,7165,1.5,61.7,35.1,0.1,0,0.1,11486,4995492,4790
Georgia,Macon County,4662,7563,13675,6112,4.2,32.6,59.3,0.4,1.6,0,10837,4995492,6175
Georgia,Madison County,14937,14345,28600,14255,4.9,82.9,8.6,0.3,1.4,0,21380,4995492,6443
Georgia,Marion County,3624,4207,8558,4351,1.7,59.2,35.7,0,0.7,0.5,6543,4995492,2919
Georgia,Meriwether County,10877,10134,21152,11018,2.1,56.3,38.4,0.2,0.6,0,16365,4995492,5488
Georgia,Miller County,2835,2885,5884,2999,0.4,68.4,30.3,0.8,0,0,4518,4995492,1683
Georgia,Mitchell County,8963,11748,22574,10826,4.4,46.3,47.5,0.1,0.3,0.1,16796,4995492,7833
Georgia,Monroe County,15592,13475,26795,13320,2.4,72.1,23.6,0.1,0.8,0,20853,4995492,5261
Georgia,Montgomery County,3966,4593,8962,4369,6.5,64.5,26,0.2,0.3,0,6655,4995492,2689
Georgia,Morgan County,11707,8558,18013,9455,3.1,71.6,23.5,0.1,0.1,0,13731,4995492,2024
Georgia,Murray County,15389,19397,39444,20047,14.3,83.3,1,0.1,0.4,0,27426,4995492,12037
Georgia,Muscogee County,80543,97309,198647,101338,7.5,41.1,45,0.3,2.4,0.2,144186,4995492,63643
Georgia,Newton County,54239,49940,105042,55102,5.1,48.7,42.6,0.2,1,0.1,74150,4995492,19911
Georgia,Oconee County,25168,17661,35972,18311,4.8,84.9,5.4,0.1,4.1,0,25358,4995492,190
Georgia,Oglethorpe County,8131,7362,14654,7292,4.1,75.9,18,0.1,0.3,0,11190,4995492,3059
Georgia,Paulding County,85385,74560,152399,77839,5.8,73,17.9,0.2,0.9,0,107261,4995492,21876
Georgia,Peach County,12545,12992,27027,14035,7.5,46,44.4,0.1,1.1,0.1,20338,4995492,7793
Georgia,Pickens County,17116,15046,30343,15297,3,93.6,0.5,0,0.5,0,23726,4995492,6610
Georgia,Pierce County,9048,9640,19141,9501,5.1,84.1,8.9,0.4,0.1,0,14044,4995492,4996
Georgia,Pike County,10720,8817,17919,9102,1.5,86.7,10.3,0,0.2,0,13421,4995492,2701
Georgia,Polk County,17399,20231,41444,21213,13,72,12.7,0,0.7,0,28787,4995492,11388
Georgia,Pulaski County,4059,4942,11396,6454,3.6,60,34.7,0.2,0,0,9421,4995492,5362
Georgia,Putnam County,11855,10410,21430,11020,6.6,65.4,26.1,0,0.5,0,16386,4995492,4531
Georgia,Quitman County,1106,1024,2140,1116,0.6,41.9,50.7,0,5,0.2,1707,4995492,601
Georgia,Rabun County,9568,8126,16354,8228,8.1,87.1,1.9,0.5,0.8,0,12891,4995492,3323
Georgia,Randolph County,3074,3574,7206,3632,1.7,36.2,59.7,0,1.4,0,5523,4995492,2449
Georgia,Richmond County,87016,97435,201568,104133,4.8,35.5,55.2,0.2,1.8,0.2,150995,4995492,63979
Georgia,Rockdale County,44686,41755,88482,46727,10.2,34.6,51,0.1,2,0.2,62080,4995492,17394
Georgia,Schley County,2275,2496,5168,2672,5,67.2,27.5,0,0,0,3790,4995492,1515
Georgia,Screven County,6628,6896,14037,7141,1.8,54.5,41.7,0.3,0.5,0,10870,4995492,4242
Georgia,Seminole County,3884,4003,8549,4546,3,61.6,33.7,0,1,0,6601,4995492,2717
Georgia,Spalding County,30116,31075,64192,33117,4.3,59.4,33.3,0.4,0.9,0,47623,4995492,17507
Georgia,Stephens County,11885,11930,25625,13695,3.2,82.8,11.7,0.3,0.4,0,19445,4995492,7560
Georgia,Stewart County,1990,3618,5832,2214,20.3,25.8,50.3,0.2,2.2,0,3239,4995492,1249
Georgia,Sumter County,12150,14492,30687,16195,5.3,39.8,52.3,0.1,1.1,0,22763,4995492,10613
Georgia,Talbot County,3522,3030,6423,3393,2.3,40.2,56.4,0.1,0.5,0,5273,4995492,1751
Georgia,Taliaferro County,928,938,1844,906,4.2,33.7,61.6,0,0.3,0,1532,4995492,604
Georgia,Tattnall County,8183,14892,25402,10510,10.8,58.4,29.2,0.2,0.2,0,19266,4995492,11083
Georgia,Taylor County,3839,4047,8267,4220,1,57.5,40.4,0,0.9,0,6478,4995492,2639
Georgia,Telfair County,4333,9532,16339,6807,11.6,49.1,38.8,0,0,0,11475,4995492,7142
Georgia,Terrell County,4416,4229,8978,4749,2.7,35.5,60.6,0,0.2,0,6774,4995492,2358
Georgia,Thomas County,21853,21200,44909,23709,3.5,57.7,35.8,0.1,0.8,0,33339,4995492,11486
Georgia,Tift County,16283,19502,40531,21029,11.4,56.3,29.3,0.1,1.2,0,28661,4995492,12378
Georgia,Toombs County,10914,12706,27160,14454,11.6,60.5,25.4,0,0.9,0,18462,4995492,7548
Georgia,Towns County,7979,5272,11173,5901,1.5,95,1,0.3,0.2,0,9532,4995492,1553
Georgia,Treutlen County,3077,3394,6752,3358,2.1,68,29.6,0,0,0,5184,4995492,2107
Georgia,Troup County,30059,33345,69433,36088,3.7,57.3,35.1,0,1.9,0,50332,4995492,20273
Georgia,Turner County,3792,3937,8036,4099,4.6,54.7,39.5,0.2,0.4,0,5894,4995492,2102
Georgia,Twiggs County,4444,4101,8323,4222,0.4,54.9,42.6,0,0.1,0,6658,4995492,2214
Georgia,Union County,15592,10855,22262,11407,3.1,94.2,0.8,0.4,0.7,0,18352,4995492,2760
Georgia,Upson County,12905,12568,26241,13673,2.3,67.6,28.5,0.3,0.5,0.1,20015,4995492,7110
Georgia,Walker County,29436,33911,68609,34698,2,91.4,4.3,0.1,0.6,0,52835,4995492,23399
Georgia,Walton County,50812,43120,88695,45575,4,75.9,16.5,0.2,1.2,0.1,64874,4995492,14062
Georgia,Ware County,14296,17900,35688,17788,4,63.8,29.5,0.4,1.1,0,26673,4995492,12377
Georgia,Warren County,2681,2534,5410,2876,0.6,37.2,60.6,0,1,0.3,4197,4995492,1516
Georgia,Washington County,9459,10343,20506,10163,2.3,43.2,52.9,0,0.6,0,15650,4995492,6191
Georgia,Wayne County,12778,15206,29833,14627,6.2,71.2,19.5,0.1,0.5,0,21839,4995492,9061
Georgia,Webster County,1390,1329,2627,1298,2.1,48.4,48.8,0.1,0,0,1994,4995492,604
Georgia,Wheeler County,2285,5132,7952,2820,1.6,56.1,41.7,0.3,0,0,6529,4995492,4244
Georgia,White County,14816,13814,28509,14695,3.1,92.5,2.1,0.1,0.5,0,22242,4995492,7426
Georgia,Whitfield County,36746,51566,103963,52397,34.2,59.5,3.9,0.1,1.4,0,62068,4995492,25322
Georgia,Wilcox County,3281,5248,8896,3648,4.3,58.5,35.3,0.3,0,0,7025,4995492,3744
Georgia,Wilkes County,5029,4749,9905,5156,4.6,51.1,42.5,0,0.8,0,7615,4995492,2586
Georgia,Wilkinson County,4770,4385,9147,4762,2.7,56.8,38.2,0.1,0,0.1,6922,4995492,2152
Georgia,Worth County,9286,10171,20809,10638,2,67.4,28.2,0.5,0.3,0,15850,4995492,6564
Hawaii,Hawaii County,87814,97677,196325,98648,12.5,30.3,0.6,0.2,21.5,11.4,143220,574469,55406
Hawaii,Honolulu County,382114,498993,990060,491067,9.6,18.7,2.2,0.1,41.8,8.7,707144,574469,325030
Hawaii,Kauai County,33497,35337,71093,35756,10.8,29.6,0.7,0.3,32.9,8.5,50395,574469,16898
Hawaii,Maui County,71044,81933,164094,82161,11,30.5,0.5,0.1,28.5,10,115625,574469,44581
Idaho,Ada County,259389,217999,435117,217118,7.9,85.2,1.2,0.4,2.6,0.1,316189,868153,56800
Idaho,Adams County,2586,2021,3946,1925,3.3,92.7,0.3,1.2,0,0.2,3229,868153,643
Idaho,Bannock County,39553,41867,84113,42246,8.3,84.5,0.6,2.7,1.2,0.2,59635,868153,20082
Idaho,Bear Lake County,3315,2928,5942,3014,4.1,93.7,0.8,0.2,0.7,0,4295,868153,980
Idaho,Benewah County,4973,4568,9050,4482,3.4,84.7,0.2,8.1,1,0.2,6951,868153,1978
Idaho,Bingham County,20094,22732,45369,22637,17.9,74,0.3,4.9,0.9,0,29477,868153,9383
Idaho,Blaine County,13306,11040,21583,10543,21,76.5,0.3,0,1,0,14778,868153,1472
Idaho,Boise County,4820,3678,6968,3290,4.1,91.8,0.2,1,0.7,0,5653,868153,833
Idaho,Bonner County,27352,20980,41855,20875,2.9,93.6,0.1,0.6,0.7,0.1,32924,868153,5572
Idaho,Bonneville County,53995,55082,110404,55322,12.7,83.6,0.5,0.3,0.8,0.2,72872,868153,18877
Idaho,Boundary County,6313,5655,11323,5668,4.6,90.9,0.2,1.3,0.5,0.4,8434,868153,2121
Idaho,Butte County,1415,1350,2613,1263,2.5,94.6,2.5,0,0,0,2070,868153,655
Idaho,Camas County,754,443,886,443,9.3,90.4,0,0,0,0,621,868153,-133
Idaho,Canyon County,90438,102480,207027,104547,24.9,70.9,0.4,0.7,0.8,0.2,135592,868153,45154
Idaho,Caribou County,3416,3483,6862,3379,5.4,93.5,0,0.1,0,0,4771,868153,1355
Idaho,Cassia County,9629,11966,23472,11506,27,70.4,0.1,0.9,0.6,0.1,13900,868153,4271
Idaho,Clark County,311,566,1055,489,42,51.4,0.2,5.7,0,0,489,868153,178
